Analysis,Geology,Province,Region,Site,SubSite,Formation,Band,Nodule,Li7,Be9,B11,Mg24,Al27,Si28,P31,S33,K39,Ca42,Sc45,Ti47,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn68,Ga69,Ge72,As75,Rb85,Sr88,Y89,Zr90,Nb93,Mo95,Cd111,In115,Sn118,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
06_FH3_2_6,Bedrock,Northern,NA,FH,FH3,Burnham,FH3_2,FH3_2_6,13.93,<0.05,39.14,146.56,1217.8,461638.4,2716.5,569.5,438.63,713.32,0.27,25.95,0.75,20.88,6.31,287.62,0.43,11.68,1.01,11.51,0.43,1.43,0.47,0.5,13.38,0.96,2.2,0.12,1.36,<0.02,<0.00,0.07,0.01,10.05,0.92,1.02,0.25,1.04,0.17,0.04,0.22,0.02,0.13,0.02,0.07,0.01,0.02,0.01,0.06,0.01,1.41,0.12,0.08
07_FH3_2_6,Bedrock,Northern,NA,FH,FH3,Burnham,FH3_2,FH3_2_6,13.92,<0.16,40.41,175.93,1250.01,462903.99,1428.66,533.51,501.66,924.3,<0.27,20.26,0.67,6.87,3.07,207.24,0.24,2.03,1,10.19,0.41,2.01,0.95,0.58,15.95,0.69,1.64,0.07,<0.04,<0.12,<0.01,<0.12,<0.00,10.21,0.78,0.94,0.23,0.99,0.14,0.04,0.17,0.02,0.16,0.03,0.03,0.01,0.02,0,0.06,0.01,0.84,0.11,0.06
115_ER_1_1,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_1,11.28,0.31,55.32,24.79,781.13,464783.75,312.3,640.02,327.13,748.76,0.63,21.35,0.61,<1.57,0.51,74.92,0.15,1.39,1.95,10.26,0.47,1.22,0.45,0.6,6.87,1.62,1.84,0.18,0.08,<0.03,0.04,0.24,0.05,16.7,1.47,1.76,0.48,1.62,0.37,0.09,0.37,0.05,0.26,0.07,0.14,0.03,0.09,0.03,0.06,0.03,0.44,0.15,0.2
116_ER_1_1,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_1,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL
117_ER_1_1,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_1,9.08,<0.03,53.3,25.37,702.41,465082.63,192.12,625.25,322.09,662.36,0.57,17.37,0.51,2.88,0.45,49.29,0.05,1.18,2.76,10.87,0.48,1.01,<0.14,0.58,6.19,1.26,0.91,0.15,0.02,0.07,0.01,0.09,0.03,16.14,1.26,1.46,0.36,1.45,0.3,0.06,0.25,0.04,0.18,0.04,0.08,0.02,0.07,0.02,0.03,0.01,0.53,0.12,0.13
118_ER_1_2,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_2,8.22,4.02,54.25,31.29,443.75,182084.61,259213.89,1906.7,145.47,6598.03,<2.71,137.28,<1.60,603.17,<2.43,27.09,<0.85,8.81,3.73,46.38,<0.58,<5.76,<4.98,0.35,4.35,0.98,0.62,0.21,0.55,<0.84,<0.06,0.87,<0.06,10.63,0.76,0.62,0.21,0.92,<0.14,0.04,0.15,0.02,0.12,0.03,0.1,<0.01,<0.02,<0.01,<0.05,0.07,0.44,0.03,0.05
119_ER_1_2,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_2,13.21,<0.02,57.59,38.05,843.84,464815.53,148,590.55,397.87,835.94,0.46,21.45,0.62,3.73,0.74,123.02,0.14,2.25,3.24,13.03,0.59,1.01,<0.15,0.79,7.67,1.27,1.02,0.17,0.09,0.05,0.01,0.09,0.03,19.02,1.19,1.55,0.39,1.41,0.31,0.08,0.25,0.04,0.19,0.04,0.11,0.01,0.06,0.01,0.03,0.01,0.8,0.15,0.14
120_ER_1_2,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_2,13.67,0.14,53.93,31.19,830.61,464840.62,108.76,645.1,420.72,828.14,0.39,21.74,0.57,3.53,0.8,73.19,0.1,1.55,2.8,12.76,0.56,0.95,0.16,0.72,7.17,1.03,1.07,0.17,0.05,<0.03,0.01,0.12,0.03,17.65,1.02,1.28,0.31,1.19,0.23,0.06,0.22,0.03,0.16,0.03,0.07,0.01,0.05,0.01,0.02,0.01,0.47,0.12,0.13
121_ER_1_3,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_3,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL
122_ER_1_3,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_3,12.31,0.22,53.14,31.22,1147.25,464605.63,264.01,554.55,340.33,756.65,0.41,24.6,0.88,3.51,0.38,45.76,0.04,0.92,1.1,9.37,0.56,1,0.14,0.66,9.66,1.28,1.6,0.16,0.07,0.15,0.01,0.07,0.03,26.29,1.12,1.41,0.37,1.43,0.25,0.07,0.26,0.04,0.19,0.04,0.08,0.01,0.07,0.02,0.06,0.01,0.34,0.15,0.13
123_ER_1_3,Bedrock,Northern,NA,ER,ER,Burnham,ER1,ER_1_3,11.92,0.18,53.95,32.57,1170.7,464406.61,268.18,607.68,346.38,925.05,0.45,21.02,0.65,3.71,0.53,38.99,0.05,0.85,1.47,9.92,0.52,1.18,<0.13,0.64,10.79,1.89,1.76,0.13,0.08,0.07,0.01,0.07,0.02,27.85,1.52,1.82,0.45,1.73,0.4,0.08,0.36,0.05,0.26,0.06,0.13,0.01,0.12,0.01,0.07,0.01,0.33,0.15,0.11
124_ER_2_1,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_1,13.02,<0.03,55.15,53.12,679.66,459719.43,925.83,601.33,290.52,7654.79,0.65,23.95,0.57,5.43,9.89,72.8,0.1,2.11,4.27,14.33,0.59,0.92,0.29,0.62,14.76,4,1.07,0.21,0.17,0.09,0.01,0.14,0.03,14.06,3.68,3.64,1.04,3.96,0.81,0.18,0.72,0.11,0.59,0.12,0.27,0.03,0.18,0.04,0.05,0.01,0.67,0.35,0.26
125_ER_2_1,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_1,11.86,0.22,55.96,23.62,846.68,464677.92,233.86,658.2,424.5,865.25,0.51,18.35,0.43,3.56,0.57,39.01,<0.03,1.44,3.77,9.72,0.66,1.04,<0.17,0.73,7.61,2.14,1.24,0.14,0.07,<0.04,0.02,0.14,0.02,15.67,1.93,2.05,0.54,2.2,0.47,0.09,0.39,0.05,0.32,0.06,0.18,0.02,0.12,0.02,0.03,0.01,0.3,0.17,0.21
126_ER_2_1,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_1,11.26,<0.16,60.28,25.34,779.2,464371.1,172.74,689.7,368.22,1479.13,0.48,36.51,0.7,3.13,1.6,50.03,0.03,1.13,2.68,10.23,0.55,1.37,<0.16,0.64,7.17,1.5,1.3,0.22,0.02,<0.04,0.02,0.12,0.02,14.18,1.4,1.63,0.4,1.53,0.27,0.09,0.31,0.04,0.24,0.04,0.11,0.02,0.07,0.03,0.03,0.01,0.44,0.13,0.16
127_ER_2_2,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_2,5.62,<0.09,54.62,26.24,478.56,463976.8,103.98,737.65,245.04,2654.73,0.38,14.97,0.37,3.53,5.25,68.61,0.09,1.55,2.22,10.71,0.59,1.94,<0.13,0.38,5.85,1.09,1.68,0.15,0.04,0.12,0.02,0.23,0.01,5.5,1.07,1.28,0.29,1.2,0.25,0.08,0.24,0.04,0.17,0.04,0.12,0.02,0.08,0.01,0.03,0.02,0.74,0.1,0.24
128_ER_2_2,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_2,4.7,<0.03,55.66,18.9,447.9,464897.68,161.13,667,229.62,1336.11,0.39,15.66,0.43,3.6,2.2,74.84,0.1,2.83,2.62,11.43,0.67,2.03,<0.14,0.35,4.65,1.18,1.86,0.17,0.05,0.2,0.02,0.14,0.01,5.32,1.12,1.51,0.35,1.22,0.26,0.06,0.25,0.04,0.17,0.04,0.11,0.02,0.07,0.02,0.03,0.01,0.68,0.1,0.27
129_ER_2_2,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_2,6.5,0.37,48.71,19,552.43,459326.23,5113.13,631.08,208.18,1637.38,0.44,21.38,0.78,18.99,2.31,112.17,0.22,1.07,2.2,10.84,0.82,1.62,<0.37,0.38,6.02,1.62,2.29,0.29,0.46,<0.08,0.05,0.11,0.1,8.21,1.65,1.74,0.42,1.76,0.3,0.1,0.27,0.09,0.24,0.07,0.16,0.03,0.15,0.04,0.05,0.02,0.77,0.17,0.38
130_ER_2_3,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_3,30.49,0.1,37.91,19.5,638.8,464368.02,93.99,754.75,297.31,1738.15,0.52,58.34,1.05,4.83,2.39,64.72,0.16,1.61,3.22,11.68,0.63,1.17,<0.16,0.56,5.32,1.09,1.79,0.24,0.11,<0.03,0.03,0.15,0.02,8.16,1.15,1.36,0.34,1.3,0.23,0.06,0.29,0.04,0.16,0.05,0.08,0.02,0.07,0.01,0.04,0.02,0.68,0.13,0.21
131_ER_2_3,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_3,46.93,0.09,32.74,19.92,626.44,463941.84,124.15,727.03,243.61,2524.9,0.56,15.65,0.42,3.11,3.68,31.3,<0.03,1.11,2.5,10.2,0.76,1.09,0.22,0.35,5.67,1.16,1.55,0.15,0.05,0.11,0.04,0.09,0.02,6.77,1.09,1.53,0.42,1.55,0.28,0.07,0.29,0.05,0.19,0.05,0.1,0.02,0.08,0.01,0.04,0.02,0.44,0.15,0.21
132_ER_2_3,Bedrock,Northern,NA,ER,ER,Burnham,ER2,ER_2_3,35.56,<0.03,36.95,51.71,548.96,458094.14,123.71,653.52,216.57,11605.25,0.44,25.45,0.62,2.91,21.1,91.97,0.16,2.4,2.26,10.17,0.59,1,<0.18,0.45,14.43,1.39,0.92,0.19,0.05,<0.06,0.03,0.1,0.04,5.38,1.44,1.84,0.42,1.59,0.33,0.1,0.25,0.06,0.21,0.05,0.1,0.02,0.09,0.02,0.06,0.02,0.49,0.13,0.22
133_ER_3_1,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_1,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL,< DL
134_ER_3_1,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_1,22.61,0.09,45.88,119.77,567.16,447208.6,483.14,580.89,237.32,27599.87,0.56,18.45,0.81,4.04,54.47,123.26,0.13,2.26,2.43,10.87,0.96,1.1,0.21,0.47,27.13,1.45,1.59,0.18,0.09,0.17,0.03,0.14,0.02,5.83,1.51,1.76,0.4,1.45,0.31,0.09,0.3,0.04,0.21,0.05,0.12,0.01,0.11,0.02,0.06,0.02,0.6,0.13,0.29
135_ER_3_1,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_1,5.03,<0.12,55.45,20.47,530.13,464981.14,86.22,700.76,251.38,1155.29,0.47,16.33,0.54,2.99,1.64,62.22,0.08,1.72,1.75,10.42,0.64,1.48,<0.15,0.4,4.27,0.85,1.03,0.19,0.08,<0.04,0.03,0.19,0.02,7.66,0.81,1.06,0.25,0.89,0.2,0.04,0.16,0.03,0.12,0.03,0.07,0.01,0.05,0.01,0.04,0.01,0.38,0.08,0.27
136_ER_3_2,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_2,8.03,<0.15,54.09,24.55,661.89,464642.01,207.85,694.88,334.55,1197.79,0.5,21.16,0.72,3.56,1.16,81.09,0.11,1.74,1.81,11.17,0.76,1.33,<0.14,0.64,6.14,1.41,1.03,0.18,0.03,0.13,0.03,0.19,0.03,11.46,1.35,1.55,0.39,1.53,0.28,0.06,0.34,0.04,0.2,0.05,0.1,0.01,0.06,0.02,0.02,0.01,0.41,0.13,0.21
137_ER_3_2,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_2,7.79,0.36,64.6,21.56,629.09,464887.42,122.99,670.56,291.24,1092.96,0.51,24.09,0.53,3.11,1.21,51.99,0.08,1.58,1.62,10.19,0.74,1.44,<0.16,0.47,5.7,1.05,1.03,0.21,0.1,<0.04,0.01,0.12,0.01,11.22,1.02,1.23,0.31,1.06,0.22,0.06,0.16,0.04,0.17,0.03,0.08,0.02,0.05,0.01,0.03,0.02,0.4,0.11,0.22
138_ER_3_2,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_2,10.22,0.23,58.42,25.44,753.25,464213.68,216.09,659.81,364.67,1727.42,0.4,32.88,0.95,3.97,2.48,74.73,0.2,1.87,3.66,9.72,0.75,1.37,<0.16,0.76,6.52,1.2,1.25,0.27,0.04,0.05,0.02,0.13,0.03,11.33,1.14,1.5,0.34,1.27,0.27,0.05,0.25,0.03,0.21,0.03,0.1,0.01,0.06,0.02,0.04,0.02,0.48,0.14,0.3
139_ER_3_3,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_3,6.2,<0.03,49.85,22.82,518.22,464754,193.34,781.67,239.36,1204.2,0.41,16.24,0.55,3.64,1.48,68.3,0.16,1.97,2.63,10.07,0.6,1.83,<0.17,0.42,5.95,1.9,1.59,0.16,0.24,<0.03,0.05,0.19,0.02,7.85,1.7,1.95,0.47,1.66,0.4,0.09,0.35,0.05,0.3,0.06,0.17,0.02,0.11,0.02,0.02,0.02,0.51,0.12,0.27
140_ER_3_3,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_3,7.07,<0.08,51.04,25.17,637.2,461427.86,2929.06,695.65,313.64,1760.14,0.54,16.33,0.66,9.83,2,26.79,0.09,0.6,2.76,11.41,0.57,1.29,<0.21,0.56,6.99,1.63,1.09,0.18,0.18,<0.05,0.03,0.09,0.02,11.81,1.57,1.91,0.45,1.76,0.32,0.09,0.38,0.04,0.25,0.04,0.15,0.02,0.09,0.03,0.03,0.01,0.37,0.17,0.26
141_ER_3_3,Bedrock,Northern,NA,ER,ER,Burnham,ER3,ER_3_3,6.69,<0.14,52.18,24,522.68,463231.26,1682.5,708.16,256.94,1160.74,0.37,23.59,0.74,8.33,1.64,87.95,0.17,1.98,3.86,13.3,0.7,1.86,<0.19,0.44,5.7,1.88,1.45,0.18,0.13,0.05,0.02,0.11,0.02,7.59,1.68,2.17,0.47,1.71,0.33,0.1,0.36,0.05,0.27,0.06,0.12,0.02,0.11,0.02,0.04,0.01,0.53,0.11,0.27
071_WW_1_1,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_1,17.23,0.47,62.73,34.47,767.59,463902.83,87.37,576.63,318.43,2596.64,0.52,23.66,0.3,<1.23,1.48,40.44,0.04,0.86,1.33,11.11,0.59,1.43,0.1,0.56,8.36,1.21,1.14,0.92,0.01,0.03,0.02,0.08,0.01,12.84,1.29,1.9,0.43,1.49,0.29,0.06,0.32,0.03,0.21,0.04,0.08,0.01,0.07,0.01,0.04,0.03,0.45,0.19,0.09
072_WW_1_1,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_1,18.24,0.07,55.34,18.39,774.38,465416.65,49.03,521.55,270.42,523.54,0.57,25.86,0.26,2.3,0.13,31.48,<0.02,0.82,0.84,9.64,0.69,1.5,0.16,0.46,4.23,0.66,1.42,0.95,0.02,<0.02,0.02,0.08,0.01,12.28,0.61,1.05,0.21,0.76,0.14,0.04,0.16,0.02,0.11,0.02,0.07,0.01,0.03,0.01,0.05,0.02,0.34,0.11,0.1
073_WW_1_1,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_1,15.39,0.13,56.95,19.41,646.93,465499.69,80.91,455.87,262.57,630.9,0.62,26.34,0.56,2.94,0.24,37.14,0.06,1.06,1.04,11.1,0.65,1.11,<0.10,0.44,4.27,0.85,1.4,1.06,0.06,0.03,0.04,0.1,0.05,11.32,0.78,1.36,0.3,0.94,0.28,0.05,0.22,0.06,0.15,0.05,0.07,0.02,0.07,0.03,0.06,0.04,0.56,0.15,0.1
074_WW_1_2,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_2,24.04,0.37,56.61,22.33,731.92,464327.98,88.85,547.45,250.47,2126.2,0.62,31.35,0.28,2.56,1.87,28.23,0.07,0.68,0.78,9.96,0.49,1.55,0.14,0.44,5.87,1.24,1.58,0.67,0.04,0.04,0.05,0.1,0.04,8.88,1.24,2.07,0.43,1.49,0.33,0.11,0.3,0.06,0.23,0.07,0.13,0.06,0.1,0.04,0.08,0.05,0.46,0.22,0.12
075_WW_1_2,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_2,21.38,0.1,62.38,19.28,681.76,464698.2,84.61,631.31,276.48,1483.43,0.43,10.42,0.15,1.61,0.9,34.13,0.04,0.8,0.7,10.61,0.61,1.52,<0.13,0.41,5.26,1.03,2.48,0.5,0.04,0.13,0.05,0.12,0.02,6.07,0.87,1.09,0.31,1.06,0.26,0.05,0.23,0.04,0.18,0.04,0.08,0.02,0.05,0.02,0.06,0.05,0.33,0.1,0.07
076_WW_1_2,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_2,6.89,0.49,50.76,11.34,378.35,465525.97,115.01,600.37,261.32,658.6,0.63,25.4,0.34,3.92,0.27,61.35,0.07,1.22,1.37,10.34,1.42,1.23,0.21,0.37,3.06,1.23,3.73,1.09,0.09,0.04,0.06,0.14,0.06,2.31,1.2,1.49,0.37,1.12,0.28,0.09,0.29,0.08,0.19,0.08,0.12,0.05,0.09,0.04,0.08,0.08,0.7,0.16,0.1
077_WW_1_3,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_3,12.66,0.31,49.98,20.85,1025.91,464792.89,192.46,553.3,179.1,885.86,0.42,24.66,0.24,3.45,0.19,78.39,0.03,0.77,0.88,9.2,0.81,1.36,0.22,0.38,7.67,1,1.62,1.73,0.02,<0.01,0.01,0.08,0.01,23.35,0.87,1.08,0.25,1.01,0.23,0.04,0.22,0.03,0.12,0.04,0.07,0.01,0.05,0.01,0.05,0.02,0.69,0.15,0.12
078_WW_1_3,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_3,10.78,0.21,53.95,21.6,645.07,465330.54,90.32,605.95,223.44,671.43,0.5,19.98,0.22,2.96,0.24,28.38,0.02,0.64,0.99,10.06,0.76,1.27,<0.10,0.3,4.4,0.97,1.66,1.29,0.02,<0.02,0.02,0.09,0.03,10.33,0.92,1.31,0.29,0.96,0.21,0.05,0.24,0.04,0.17,0.04,0.08,0.02,0.05,0.02,0.05,0.03,0.33,0.13,0.11
079_WW_1_3,Bedrock,Northern,NA,WW,WW1,Burnham,WW1,WW_1_3,10.12,0.25,57.39,21.92,641.96,465353.72,81.68,566.4,238.82,706.06,0.59,15.08,0.18,2.67,0.31,31.94,0.03,0.98,1.11,10.78,0.89,1.39,<0.11,0.32,4.36,0.84,1.35,1.34,0.04,0.05,0.06,0.13,0.05,10.55,0.8,1.13,0.27,0.91,0.2,0.07,0.17,0.05,0.14,0.05,0.11,0.03,0.06,0.04,0.07,0.04,0.36,0.14,0.13
080_WW_2_1,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_1,11.46,0.19,45.39,47.58,229.47,458011.92,31.6,627.33,119.89,12533.49,0.45,10.55,0.26,1.48,12.5,49.49,<0.04,0.51,0.96,10.71,1.16,1.64,<0.19,0.24,19.23,0.98,1.64,0.3,0.05,<0.03,0.03,0.11,0.02,1.61,1.16,1.36,0.32,1.12,0.25,0.06,0.21,0.05,0.17,0.05,0.07,0.02,0.06,0.02,0.03,0.03,0.42,0.09,0.09
081_WW_2_1,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_1,5.67,<0.03,53.66,25,663.23,464740.93,333.3,574.21,240.54,1167.05,0.49,19.55,0.4,3.07,1.11,54.53,0.14,1.25,0.93,10.59,0.73,1.69,0.2,0.43,5.97,0.55,1.38,0.5,0.08,0.07,0.05,0.15,0.07,16.7,0.56,0.55,0.18,0.49,0.15,0.06,0.14,0.05,0.11,0.05,0.08,0.05,0.07,0.04,0.11,0.04,0.51,0.09,0.11
082_WW_2_1,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_1,5.58,<0.03,54.14,20.82,543.15,465186.89,29.48,657.91,178.45,1096.86,0.5,6.47,0.13,4.4,0.95,29.66,0.06,1.07,0.64,9.4,0.81,1.64,<0.15,0.26,5.14,0.41,1.05,0.35,0.01,0.06,0.04,0.11,0.04,14.02,0.36,0.43,0.1,0.35,0.12,0.04,0.09,0.03,0.07,0.04,0.06,0.02,0.04,0.03,0.04,0.03,0.18,0.07,0.1
083_WW_2_2,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_2,3.72,<0.12,46.73,17.13,554.22,461202.61,4036.78,635.36,194.42,647.95,0.48,6.79,0.1,16.36,<0.12,34.2,<0.04,0.57,0.61,10.13,0.79,1.35,<0.21,0.23,4.33,0.34,0.88,0.07,0.07,<0.03,0.02,0.07,0.01,13.72,0.33,0.39,0.09,0.33,0.08,0.04,0.08,0.02,0.05,0.02,0.02,0.01,0.03,0.01,0.03,0,0.22,0.04,0.09
084_WW_2_2,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_2,30.12,<0.21,32.2,13.01,435.1,454598.72,9962.55,721.23,169.97,1047.04,0.36,14.24,0.16,33.32,<0.20,31.18,0.08,1.87,0.78,10.22,0.64,1.43,<0.39,0.2,3.38,0.78,1.83,0.14,0.03,<0.09,0.05,0.16,0.02,4.68,0.77,0.94,0.2,0.71,0.12,0.04,0.26,0.05,0.14,0.04,0.07,0.03,0.05,0.01,0.05,0.02,0.26,0.07,0.06
085_WW_2_2,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_2,8.97,<0.06,44.78,12.76,395.8,464734.21,974.92,603.69,172.12,576.56,0.54,9.94,0.1,<1.90,0.18,26.36,0.03,0.98,0.61,10.3,0.75,1.49,0.17,0.18,3.45,0.97,1.53,0.1,0.04,<0.03,0.02,0.12,0.03,5.88,0.96,1.16,0.28,1.04,0.19,0.05,0.17,0.05,0.14,0.03,0.07,0.01,0.06,0.01,0.02,0.01,0.32,0.08,0.06
090_WW_2_3,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_3,4.78,<0.05,53.46,14.03,256.18,465298.35,22.7,655.25,140.43,1389.61,0.51,5.44,0.15,3.93,1.37,23.22,<0.03,0.38,0.55,9.65,1.47,1.5,0.21,0.14,2.92,0.3,4.16,0.48,0.03,<0.02,0.01,0.1,0.02,1.8,0.29,0.4,0.09,0.27,0.06,0.03,0.07,0.02,0.05,0.01,0.03,0.01,0.04,0,0.01,0.01,0.18,0.05,0.12
091_WW_2_3,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_3,5.06,0.22,42.7,23.27,393.37,464584.57,55.84,639.52,165.14,2232.67,0.6,8.1,0.46,2.8,3.16,44.32,0.15,1.19,1.03,10.89,0.66,1.41,0.32,0.21,4.74,0.6,1.18,0.17,0.06,<0.02,0.04,0.08,0.03,6.01,0.59,0.75,0.17,0.52,0.1,0.03,0.13,0.02,0.09,0.02,0.07,0.02,0.04,0.01,0.02,0.02,0.47,0.07,0.23
092_WW_2_3,Bedrock,Northern,NA,WW,WW2,Welton,WW2,WW_2_3,3.94,0.16,48.87,23.41,427.55,464728.54,75.26,624.97,194.7,1899.61,0.61,13.88,0.61,3.54,2.69,60.11,0.08,0.85,1.43,9.71,0.68,1.34,0.24,0.3,5.12,0.81,1,0.2,0.06,0.04,0.03,0.13,0.04,6.92,0.76,1.01,0.21,0.67,0.17,0.04,0.14,0.04,0.12,0.03,0.07,0.04,0.06,0.02,0.05,0.03,0.87,0.09,0.25
093_WW_3_1,Bedrock,Northern,NA,WW,WW3,Welton,WW3,WW_3_1,10.02,0.19,44.31,24.53,636.71,464899.39,84.56,639.33,268.3,1216.99,0.45,24.88,0.32,2.86,0.26,83.31,0.07,1.26,1.28,9.58,0.63,1.28,0.31,0.29,4.95,1,1.1,0.11,0.03,<0.02,0.01,0.09,0.01,10.1,0.96,1.54,0.32,1.19,0.27,0.05,0.22,0.03,0.17,0.03,0.06,0.01,0.04,0.01,0.04,0.02,0.62,0.11,0.05
094_WW_3_1,Bedrock,Northern,NA,WW,WW3,Welton,WW3,WW_3_1,11.32,0.16,40.33,63.36,701.31,460112.59,51.99,702.12,247.05,8343.7,0.46,22.44,0.21,3.47,0.81,102.52,0.09,1.68,1.23,11.18,0.57,1.36,0.4,0.33,12.81,0.86,1.06,0.13,0.02,0.06,0.02,0.1,0.02,11.83,1.07,1.48,0.3,1.22,0.21,0.05,0.19,0.03,0.13,0.03,0.1,0.02,0.07,0.02,0.05,0.01,0.67,0.14,0.05
095_WW_3_1,Bedrock,Northern,NA,WW,WW3,Welton,WW3,WW_3_1,11.22,0.06,41.9,40.38,628.99,463176.58,56.36,726.43,235.28,3749.24,0.39,16.65,0.15,2.31,0.48,105.95,0.08,2.04,1.32,10,0.72,1.3,0.21,0.28,10.13,1.05,1.25,0.1,0.04,<0.05,0,0.08,0.02,10.34,1.09,1.53,0.35,1.32,0.29,0.07,0.29,0.05,0.12,0.04,0.08,0.01,0.04,0.02,0.03,0.02,0.75,0.12,0.05
096_WW_3_2,Bedrock,Northern,NA,WW,WW3,Welton,WW3,WW_3_2,12.88,0.06,41.25,10.01,391.31,465959.47,<12.55,559.9,179.68,283.76,0.53,18.17,0.17,2.05,0.12,127.69,0.04,0.71,0.61,8.96,0.83,1.39,0.36,0.21,2.18,0.13,1.12,0.13,0.02,<0.03,0.01,0.09,0.01,5.98,0.21,0.35,0.06,0.29,0.05,0.03,0.03,0.01,0.02,0.02,0.03,0,0.02,0.01,0.03,0.01,0.12,0.05,0.05
097_WW_3_2,Bedrock,Northern,NA,WW,WW3,Welton,WW3,WW_3_2,13.6,0.23,45.29,14.24,475.76,465450.7,<13.96,676.74,226.4,331.1,0.48,17.1,0.09,2.19,0.15,507.4,0.03,1.36,0.8,11.83,0.7,1.14,0.28,0.26,2.62,0.17,1.08,0.1,0.03,<0.04,0.02,0.07,0.01,7.32,0.19,0.26,0.07,0.19,0.04,0.04,0.04,0.01,0.04,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.18,0.04,0.05
