REF,DENOMINATION,OBVERSE,REVERSE,MINT,EMPEROR,NAMED,ARSENIC,GOLD,COPPER,IRON,NICKEL,LEAD,ANTIMONY,TIN,ZINC,MANGANESE,CHROMIUM,COBALT,BISMUTH,SILVER,BULLION,,,,,
SHK130,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in ex., sow l..",Rome,Vespasian,Vespasian,0.006,0.405,22.4,0.014,0.001,0.39,0.004,0.003,0.0007,0.00023,0.00015,0.0003,0.007,77.6,78.41,,,,,
SHK131,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in ex., sow l..",Rome,Vespasian,Vespasian,0.003,0.468,24.34,0.062,0.001,0.4,0.003,0.0021,0.0005,0.00044,0.00019,0.0002,0.001,75.66,76.53,,,,,
SHK132,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in field, modius.",Rome,Vespasian,Vespasian,0.007,0.365,22.93,0.134,0.003,0.65,0.003,0.0081,0.002,0.00055,0.00237,0.0002,0.028,77.07,78.11,,,,,
SHK133,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in field, modius.",Rome,Vespasian,Vespasian,0.004,0.355,24.74,0.014,0.001,0.64,0.005,0.0108,0.0222,0.00013,0.00016,0.0003,0.013,75.26,76.27,,,,,
SHK134,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in field, modius.",Rome,Vespasian,Vespasian,0.011,0.368,24.2,0.02,0.001,0.6,0.006,0.0144,0.0027,0.00023,0.00022,0.0004,0.01,75.8,76.77,,,,,
SHK135,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX in field, modius.",Rome,Vespasian,Vespasian,0.009,0.298,25.63,0.044,0.001,0.6,0.004,0.0025,0.0006,0.00017,0.00013,0.0002,0.035,74.37,75.3,,,,,
SHK136,denarius,T CAESAR IMP VESPASIANVS  ,"COS VI, Mars stg. l..",Rome,Vespasian,Titus,0.014,0.265,23.74,0.023,0.003,0.56,0.009,0.0297,0.1446,0.00023,0.00031,0.0006,0.031,76.26,77.12,,,,,
SHK137,denarius,T CAESAR IMP VESPASIANVS  ,"COS VI in ex., yoke of oxen.",Rome,Vespasian,Titus,0.003,0.394,22.36,0.021,0.001,0.76,0.004,0.0113,0.0036,0.00006,0.00005,0.0002,0.002,77.64,78.79,,,,,
SHK138,denarius,T CAESAR VESPASIANVS  ,"IMP XIII, sow l..",Rome,Vespasian,Titus,0.005,0.324,23.18,0.03,0.001,0.37,0.003,0.0019,0.0004,0.0002,0.0001,0.0005,0.028,76.82,77.55,,,,,
SHK139,denarius,CAESAR AVG F DOMITIANVS  ,"COS V in ex., horseman r..",Rome,Vespasian,Domitian,0.009,0.336,22.95,0.011,0.001,0.41,0.003,0.0019,0.0021,0.00006,0.0001,0.0002,0.005,77.05,77.8,,,,,
SHK14,denarius,NERO CAESAR AVGVSTVS  ,"Temple of Vesta, VESTA above.",Rome,Nero,Nero,0.008,0.679,19.75,0.008,0.001,0.45,0.004,0.0033,0.0006,0.0002,0.00072,0.0003,0.001,79.1,80.23,,,,,
SHK140,denarius,CAESAR AVG F DOMITIANVS  ,"COS V in ex., horseman r..",Rome,Vespasian,Domitian,0.009,0.328,23.5,0.024,0.001,0.46,0.003,0.0146,0.0061,0.00023,0.00012,0.0002,0.01,76.5,77.29,,,,,
SHK141,denarius,CAESAR AVG F DOMITIANVS  ,"COS V in ex., horseman r..",Rome,Vespasian,Domitian,0.006,0.296,23.82,0.017,0.002,0.56,0.007,0.0053,0.0016,0.00008,0.00009,0.0002,0.006,76.18,77.04,,,,,
SHK142,denarius,CAESAR AVG F DOMITIANVS  ,"COS V, she-wolf and twins.",Rome,Vespasian,Domitian,0.006,0.415,25.25,0.013,0.002,0.56,0.007,0.0055,0.0029,0.00009,0.0001,0.0002,0.001,74.75,75.72,,,,,
SHK143,denarius,IMP CAESAR VESPASIANVS AVG  ,"TR POT X COS VIIII, Ceres std. l..",Rome,Vespasian,Vespasian,0.015,0.4,21.13,0.022,0.002,0.47,0.011,0.003,0.0007,0.00011,0.00015,0.0003,0.005,78.87,79.74,,,,,
SHK144,denarius,IMP CAESAR VESPASIANVS AVG  ,"TR POT X COS VIIII, figure on rostral column.",Rome,Vespasian,Vespasian,0.007,0.396,20.58,0.026,0.002,0.81,0.003,0.002,0.003,0.00031,0.00142,0.0002,0.022,79.42,80.64,,,,,
SHK145,denarius,CAESAR AVG F DOMITIANVS COS VI  ,"PRINCEPS IVVENTVTIS, Salus stg. r..",Rome,Vespasian,Domitian,0.006,0.423,20.72,0.024,0.001,0.45,0.002,0.0014,0.0003,0.00027,0.00026,0.0001,0.008,79.28,80.16,,,,,
SHK146,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.008,0.275,22.2,0.017,0.003,0.49,0.012,0.0079,0.0262,0.00011,0.00011,0.0002,0.026,77.8,78.59,,,,,
SHK147,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.013,0.274,20.1,0.034,0.002,0.56,0.018,0.0021,0.0005,0.00018,0.00011,0.0002,0.046,79.9,80.78,,,,,
SHK148,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.004,0.276,20.27,0.007,0.002,0.6,0.009,0.0054,0.0077,0.00009,0.00033,0.0002,0.045,79.73,80.65,,,,,
SHK149,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.005,0.369,24.06,0.007,0.002,0.54,0.013,0.0026,0.002,0.0001,0.00018,0.0003,0.021,74.97,75.9,,,,,
SHK15,denarius,IMP SER GALBA AVG  ,"DIVA AVGVSTA, Livia stg. l..",Rome,Galba,Galba,0.009,0.843,10.39,0.009,0.001,1.11,0.004,0.0038,0.0007,0.00003,0.00026,0.0003,0.011,87.63,89.58,,,,,
SHK150,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.013,0.391,22.15,0.011,0.003,0.76,0.013,0.0088,0.0061,0.00009,0.00017,0.0002,0.039,76.6,77.79,,,,,
SHK151,denarius,IMP CAESAR VESPASIANVS AVG  ,IOVIS CVSTOS,Rome,Vespasian,Vespasian,0.014,0.368,19.67,0.014,0.003,0.91,0.017,0.0134,0.0023,0.00009,0.00016,0.0002,0.044,78.94,80.26,,,,,
SHK152,denarius,CAESAR VESPASIANVS AVG  ,ANNONA AVG,Rome,Vespasian,Vespasian,0.005,0.572,24.3,0.009,0.001,0.85,0.007,0.0026,0.0158,0.0001,0.00018,0.0003,0.004,74.24,75.66,,,,,
SHK153,denarius,CAESAR VESPASIANVS AVG  ,ANNONA AVG,Rome,Vespasian,Vespasian,0.01,0.324,25.16,0.013,0.002,0.37,0.006,0.0282,0.0039,0.00009,0.00016,0.0002,0.03,74.05,74.77,,,,,
SHK154,denarius,CAESAR VESPASIANVS AVG  ,CERES AVGVST,Rome,Vespasian,Vespasian,0.005,0.579,25.14,0.03,0.001,0.8,0.008,0.0155,0.011,0.00031,0.00033,0.0003,0.007,73.41,74.79,,,,,
SHK155,denarius,T CAESAR IMP VESPASIANVS  ,IOVIS CVSTOS,Rome,Vespasian,Titus,0.005,0.41,22.65,0.004,0,0.51,0.009,0.0026,0.0005,0.0001,0.00017,0.0003,0.021,76.39,77.33,,,,,
SHK156,denarius,T CAESAR VESPASIANVS  ,ANNONA AVG,Rome,Vespasian,Titus,0.005,0.45,24.67,0.013,0.001,0.62,0.005,0.0109,0.0168,0.0001,0.00017,0.0002,0.012,74.19,75.27,,,,,
SHK157,denarius,T CAESAR VESPASIANVS  ,CERES AVGVST,Rome,Vespasian,Titus,0.004,0.538,24.88,0.018,0.001,0.77,0.006,0.0104,0.0097,0.0002,0.00065,0.0146,0.004,73.74,75.06,,,,,
SHK158,denarius,CAESAR AVG F DOMITIANVS  ,CERES AVGVST,Rome,Vespasian,Domitian,0.004,0.597,23.46,0.01,0.002,0.39,0.002,0.0135,0.0004,0.00009,0.00015,0.0002,0.001,75.52,76.5,,,,,
SHK159,denarius,IMP T CAESAR VESPASIANVS AVG  ,"TR POT VIII COS VII, trophy & captive.",Rome,Titus,Titus,0.005,0.409,22.07,0.017,0.002,0.24,0.003,0.0025,0.0025,0.00029,0.00035,0.0002,0.001,77.25,77.89,,,,,
SHK16,denarius,IMP SER GALBA AVG  ,"S P Q R \ O B \ C S, 3 lines within wreath.",Rome,Galba,Galba,0.008,0.623,11.64,0.018,0.002,0.84,0.004,0.0091,0.0006,0.00015,0.00022,0.0003,0.003,86.85,88.32,,,,,
SHK160,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P VIIII IMP XIIII COS VII P P, Venus stg. r..",Rome,Titus,Titus,0.01,0.603,20.1,0.013,0.002,0.4,0.013,0.0024,0.0005,0.00035,0.00039,0.0006,0.004,78.84,79.86,,,,,
SHK161,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P VIIII IMP [XIIII or XV] COS VII P P, figure on a rostral column.",Rome,Titus,Titus,0.008,0.598,23.42,0.03,0.002,0.56,0.002,0.0023,0.0023,0.00009,0.00016,0.0002,0.001,75.37,76.53,,,,,
SHK162,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P VIIII IMP XIIII COS VII P P, quadriga l..",Rome,Titus,Titus,0.005,0.547,23.22,0.009,0.002,0.55,0.002,0.0025,0.0025,0.0001,0.00046,0.0002,0.001,75.67,76.76,,,,,
SHK163,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P VIIII IMP XIIII COS VII P P, quadriga l..",Rome,Titus,Titus,0.01,0.578,24.59,0.016,0.002,0.48,0.003,0.0027,0.0027,0.0001,0.00018,0.0003,0.001,74.32,75.37,,,,,
SHK164,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, elephant l..",Rome,Titus,Titus,0.011,0.53,23.64,0.009,0.002,0.88,0.009,0.0026,0.0005,0.0001,0.00017,0.0003,0.015,74.9,76.32,,,,,
SHK165,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, elephant l..",Rome,Titus,Titus,0.019,0.412,21.24,0.008,0.003,0.41,0.012,0.0015,0.0022,0.00009,0.00016,0.0009,0.001,77.89,78.72,,,,,
SHK166,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, thunderbolt on table.",Rome,Titus,Titus,0.004,0.515,23.31,0.016,0.002,0.84,0.007,0.0067,0.0005,0.00009,0.00016,0.0002,0.021,75.28,76.65,,,,,
SHK167,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, thunderbolt on table.",Rome,Titus,Titus,0.004,0.568,21.98,0.036,0.001,0.45,0.002,0.0019,0.0004,0.00007,0.00013,0.0002,0.007,76.95,77.97,,,,,
SHK168,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, thunderbolt on table.",Rome,Titus,Titus,0.016,0.416,21.12,0.027,0.001,0.23,0.018,0.0033,0.0006,0.00031,0.00163,0.0392,0.001,78.12,78.77,,,,,
SHK169,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, throne, round back.",Rome,Titus,Titus,0.012,0.521,21.88,0.006,0.001,1.26,0.016,0.0026,0.0005,0.0001,0.00017,0.0003,0.013,76.29,78.08,,,,,
SHK17,denarius,IMP SER GALBA AVG  ,"S P Q R \ O B \ C S, 3 lines within wreath.",Rome,Galba,Galba,0.012,0.802,10.88,0.009,0.001,0.85,0.005,0.005,0.0009,0.00018,0.00034,0.0005,0.009,87.42,89.08,18.43,15.66,38.56,0.85,2.09
SHK170,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, wreath on chair.",Rome,Titus,Titus,0.016,0.413,21.38,0.006,0.002,1.16,0.015,0.0025,0.0005,0.00009,0.00017,0.0002,0.001,77.01,78.58,,,,,
SHK171,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, wreath on chairs.",Rome,Titus,Titus,0.014,0.528,22.33,0.025,0.002,0.89,0.024,0.0025,0.0005,0.00009,0.00017,0.0002,0.021,76.16,77.6,,,,,
SHK172,denarius,IMP TITVS CAES VESPASIAN AVG P M  ,"TR P IX IMP XV COS VIII P P, dolphin & anchor.",Rome,Titus,Titus,0.014,0.542,28.56,0.013,0.002,0.82,0.015,0.0027,0.0005,0.0001,0.00018,0.0003,0.005,70.02,71.4,,,,,
SHK173,denarius,CAESAR AVG F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, Salus stg. r..",Rome,Titus,Domitian,0.005,0.496,13.86,0.013,0.001,0.23,0.003,0.0026,0.0005,0.0001,0.00018,0.0003,0.001,85.39,86.12,,,,,
SHK174,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, Goat in wreath.",Rome,Titus,Domitian,0.005,0.433,20.81,0.008,0.001,0.31,0.014,0.0026,0.001,0.00024,0.00038,0.0003,0.001,78.41,79.15,,,,,
SHK175,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, altar.",Rome,Titus,Domitian,0.005,0.547,25.07,0.02,0.001,0.54,0.002,0.0025,0.0005,0.00009,0.00017,0.0002,0.005,73.81,74.9,,,,,
SHK176,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, helmet on table.",Rome,Titus,Domitian,0.004,0.609,16.77,0.011,0.001,0.57,0.004,0.0023,0.0005,0.00009,0.00016,0.0002,0.05,81.97,83.21,,,,,
SHK177,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, helmet on table.",Rome,Titus,Domitian,0.018,0.411,21.1,0.02,0.003,0.49,0.024,0.0023,0.0004,0.00028,0.00068,0.0031,0.001,77.93,78.83,,,,,
SHK178,denarius,DIVVS AVGVSTVS VESPASIANVS  ,"EX / S C on shield, shield, column & laurels.",Rome,Titus,Divus Vespasian,0.005,0.581,23.04,0.007,0.001,0.81,0.014,0.0026,0.0005,0.0001,0.00018,0.0003,0.008,75.53,76.93,,,,,
SHK179,denarius,DIVVS AVGVSTVS VESPASIANVS  ,"S C on shield, shield & globe between capricorns.",Rome,Titus,Divus Vespasian,0.016,0.411,20.25,0.013,0.003,0.49,0.023,0.0023,0.0004,0.0002,0.00015,0.003,0.001,78.79,79.69,,,,,
SHK18,denarius,IMP SER GALBA AVG  ,"S P Q R \ O B \ C S, 3 lines within wreath.",Rome,Galba,Galba,0.009,0.648,10.9,0.01,0.001,0.6,0.004,0.0039,0.005,0.00005,0.00027,0.0004,0.002,87.82,89.06,,,,,
SHK180,denarius,DIVVS AVGVSTVS VESPASIANVS  ,"S C on shield, shield & globe between capricorns.",Rome,Titus,Divus Vespasian,0.009,0.411,21.12,0.005,0.002,0.2,0.015,0.0025,0.0088,0.00009,0.00017,0.0002,0.001,78.22,78.83,,,,,
SHK181,denarius,DIVVS AVGVSTVS VESPASIANVS  ,"S C on large shield, shield & globe between capricorns.",Rome,Titus,Divus Vespasian,0.012,0.565,17.28,0.009,0.001,0.92,0.012,0.0025,0.0005,0.0001,0.00017,0.0002,0.01,81.19,82.69,,,,,
SHK182,denarius,IMP CAES DOMITIANVS AVG P M  ,TR P COS VII DES VIII P P,Rome,Domitian,Domitian,0.005,0.541,24.08,0.026,0.003,0.63,0.006,0.0025,0.0005,0.00009,0.00017,0.0002,0.013,74.7,75.88,,,,,
SHK183,denarius,IMP CAES DOMITIANVS AVG P M  ,"TR P COS VII DES VIII P P, wreath on chairs.",Rome,Domitian,Domitian,0.004,0.514,23.68,0.012,0.004,0.62,0.005,0.0022,0.0004,0.00008,0.0003,0.0002,0.041,75.11,76.29,,,,,
SHK184,denarius,IMP CAES DOMIT AVG GERM P M TR P XV  ,IMP XXII COS XVII CENS P P P,Rome,Domitian,Domitian,0.005,0.287,8.98,0.003,0.001,0.45,0.003,0.0027,0.0005,0.0001,0.00018,0.0003,0.019,90.25,91.01,,,,,
SHK185,denarius,IMP NERVA CAES AVG P M TR P COS III P P   ,AEQVITAS AVGVST,Rome,Nerva,Nerva,0.006,0.498,15.88,0.002,0.001,0.63,0.005,0.0018,0.0002,0.00009,0.00017,0.0001,0.009,82.96,84.1,,,,,
SHK186,denarius,IMP NERVA CAES AVG P M TR P COS III P P  ,LIBERTAS PVBLICA,Rome,Nerva,Nerva,0.004,0.541,12.08,0.002,0.001,0.47,0.012,0.0013,0.0001,0.00004,0.00006,0.0002,0.006,86.88,87.9,,,,,
SHK19,denarius,IMP SER GALBA AVG  ,"S P Q R \ O B \ C S, 3 lines within wreath.",Rome,Galba,Galba,0.021,0.9,11.4,0.007,0.001,1.16,0.004,0.0037,0.0014,0.00009,0.00025,0.0003,0.017,86.48,88.56,18.43,15.65,38.5,0.85,2.09
SHK2,denarius,ANT AVG III VIR R P C  ,"CHORTIVM PRAETORIARVM, eagle & standards.",Antony,Antony,Antony,0.029,0.395,18.15,0.006,0.016,0.64,0.011,0.009,0.0008,0.00027,0.00029,0.0004,0.058,80.69,81.78,,,,,
SHK20,denarius,A VITELLIVS GERMANICVS IMP  ,CONCORDIA P R,Rome,Vitellius,Vitellius,0.01,0.562,17.66,0.01,0.002,0.92,0.004,0.0041,0.0007,0.00006,0.00028,0.0004,0.016,80.8,82.3,,,,,
SHK21,denarius,A VITELLIVS GERMANICVS IMP  ,FIDES EXERCITVVM,Rome,Vitellius,Vitellius,0.008,0.571,17.93,0.008,0.002,0.76,0.004,0.0035,0.0006,0.00006,0.00024,0.0003,0.013,80.7,82.04,18.43,15.66,38.58,0.85,2.09
SHK22,denarius,A VITELLIVS GERMAN IMP TR P   ,LIBERTAS RESTITVTA,Rome,Vitellius,Vitellius,0.008,0.54,21.32,0.038,0.003,1.39,0.004,0.0034,0.0006,0.00003,0.00023,0.0003,0.001,76.69,78.62,18.42,15.65,38.55,0.85,2.09
SHK23,denarius,A VITELLIVS GERMAN IMP TR P   ,"XV VIR SACR FAC, tripod-lebes, dolphin & raven.",Rome,Vitellius,Vitellius,0.013,0.627,20.99,0.023,0.002,1.15,0.003,0.0027,0.0005,0.00012,0.00018,0.0002,0.001,77.19,78.97,,,,,
SHK24,denarius,A VITELLIVS GERM IMP AVG TR P  ,CONCORDIA P R,Rome,Vitellius,Vitellius,0.007,0.736,20.64,0.005,0.001,0.39,0.003,0.0028,0.0005,0.00002,0.00019,0.0003,0.001,78.21,79.34,,,,,
SHK25,denarius,A VITELLIVS GERM IMP AVG TR P  ,LIBERTAS RESTITVTA,Rome,Vitellius,Vitellius,0.009,0.679,19.92,0.008,0.002,0.71,0.004,0.004,0.0007,0.00003,0.00027,0.0004,0.002,78.66,80.05,,,,,
SHK26,denarius,A VITELLIVS GERM IMP AVG TR P  ,"PONT MAXIM, Vesta std. r..",Rome,Vitellius,Vitellius,0.006,0.268,19.6,0.01,0.002,0.66,0.013,0.0027,0.0005,0.00002,0.00019,0.0002,0.005,79.43,80.36,,,,,
SHK27,denarius,A VITELLIVS GERM IMP AVG TR P  ,"PONT MAXIM, Vesta std. r..",Rome,Vitellius,Vitellius,0.013,0.651,21.62,0.005,0.001,0.44,0.008,0.0027,0.0005,0.00002,0.00019,0.0002,0.001,77.25,78.34,18.42,15.66,38.55,0.85,2.09
SHK28,denarius,A VITELLIVS GERM IMP AVG TR P  ,"PONT MAXIM, Vesta std. r..",Rome,Vitellius,Vitellius,0.007,0.485,20.57,0.007,0.002,0.64,0.011,0.0029,0.0005,0.00002,0.0002,0.0003,0.001,78.28,79.4,18.45,15.66,38.61,0.85,2.09
SHK29,denarius,A VITELLIVS GERM IMP AVG TR P  ,"XV VIR SACR FAC, tripod -lebes, dolphin & raven.",Rome,Vitellius,Vitellius,0.022,0.634,21.98,0.006,0.003,0.92,0.013,0.0032,0.0042,0.00002,0.00022,0.0003,0.001,76.42,77.97,,,,,
SHK3,denarius,ANT AVG III VIR R P C  ,"LEG II, eagle & standards.",Antony,Antony,Antony,0.026,0.375,15.9,0.009,0.007,0.96,0.004,0.0271,0.0007,0.00003,0.00026,0.0007,0.025,82.66,84.02,,,,,
SHK30,denarius,A VITELLIVS GERM IMP AVG TR P  ,"XV VIR SACR FAC, tripod -lebes, dolphin & raven.",Rome,Vitellius,Vitellius,0.006,0.414,19.77,0.008,0.001,0.6,0.009,0.005,0.0005,0.00006,0.00017,0.0002,0.001,79.18,80.19,18.41,15.65,38.49,0.85,2.09
SHK33,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER FORT RED, Fortuna stg. l..",Rome,Vespasian,Vespasian,0.014,0.579,20.25,0.02,0.003,0.58,0.006,0.0027,0.0005,0.00002,0.00018,0.0002,0.001,78.54,79.7,,,,,
SHK34,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax stg. l..",Rome,Vespasian,Vespasian,0.006,0.623,19.84,0.007,0.002,0.41,0.008,0.0025,0.0005,0.00002,0.00017,0.0002,0.001,79.09,80.13,,,,,
SHK35,denarius,IMP CAES VESP AVG P M   ,"TRI POT in field, Vesta std. l..",Rome,Vespasian,Vespasian,0.008,0.576,24.11,0.01,0.005,0.2,0.011,0.0282,0.0006,0.00002,0.00022,0.0003,0.001,75.05,75.83,,,,,
SHK36,denarius,IMP CAES VESP AVG P M   ,"TRI POT in field, Vesta std. l..",Rome,Vespasian,Vespasian,0.013,0.783,24.45,0.016,0.003,0.32,0.007,0.0068,0.0067,0.00002,0.00017,0.0002,0.001,74.39,75.5,,,,,
SHK37,denarius,IMP CAES VESP AVG P M   ,"TRI POT in field, Vesta std. l..",Rome,Vespasian,Vespasian,0.015,0.361,21.13,0.012,0.003,0.37,0.018,0.0276,0.0129,0.00002,0.00018,0.0002,0.039,78.02,78.78,,,,,
SHK38,denarius,IMP CAES VESP AVG P M   ,"TRI POT in field, Vesta std. l..",Rome,Vespasian,Vespasian,0.005,0.597,25.27,0.005,0.002,0.31,0.01,0.0023,0.0009,0.00002,0.00015,0.0002,0.001,73.79,74.7,,,,,
SHK39,denarius,IMP CAES VESP AVG P M   ,"TRI POT in field, Vesta std. l..",Rome,Vespasian,Vespasian,0.006,0.52,21.55,0.095,0.003,0.34,0.013,0.0026,0.0005,0.00008,0.00018,0.0002,0.001,77.46,78.33,,,,,
SHK4,denarius,ANT AVG III VIR R P C  ,"LEG VII, eagle & standards.",Antony,Antony,Antony,0.014,0.364,14.42,0.024,0.007,0.78,0.007,0.0218,0.0011,0.00077,0.00041,0.0005,0.023,84.34,85.51,,,,,
SHK40,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.007,0.605,24.12,0.009,0.003,0.44,0.01,0.003,0.0005,0.00013,0.0002,0.0003,0.001,74.8,75.85,,,,,
SHK41,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.006,0.634,26.16,0.014,0.003,0.21,0.003,0.0027,0.0005,0.00014,0.00018,0.0002,0.001,72.96,73.81,,,,,
SHK42,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.007,0.622,22.81,0.007,0.002,1.02,0.003,0.0029,0.0321,0.00007,0.0002,0.0003,0.001,75.49,77.13,,,,,
SHK43,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.007,0.634,24.55,0.01,0.003,0.46,0.003,0.0029,0.0005,0.00005,0.0002,0.0003,0.001,74.32,75.42,,,,,
SHK44,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.015,0.413,21.07,0.012,0.002,0.22,0.012,0.0029,0.0012,0.00002,0.0002,0.0003,0.001,78.25,78.88,,,,,
SHK45,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.006,0.383,22.06,0.013,0.003,0.51,0.013,0.0115,0.0005,0.00005,0.00019,0.0003,0.027,76.97,77.89,,,,,
SHK46,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.007,0.602,23.46,0.02,0.003,0.43,0.01,0.0028,0.0029,0.00013,0.00019,0.0003,0.001,75.46,76.49,,,,,
SHK47,denarius,IMP CAES VESP AVG P M   ,"TRI POT II COS III P P, Pax std. l..",Rome,Vespasian,Vespasian,0.015,0.595,24.64,0.006,0.003,0.34,0.017,0.0026,0.0005,0.00002,0.00018,0.0002,0.001,74.38,75.31,,,,,
SHK48,denarius,IMP CAES VESP AVG P M COS IIII  ,"AVGVR / TRI POT in ex., priestly emblems.",Rome,Vespasian,Vespasian,0.024,0.372,21.46,0.008,0.002,0.39,0.012,0.0083,0.0071,0.00003,0.00027,0.0004,0.043,77.67,78.48,,,,,
SHK49,denarius,IMP CAES VESP AVG P M COS IIII  ,"AVGVR / TRI POT in ex., priestly emblems.",Rome,Vespasian,Vespasian,0.009,0.476,18.2,0.017,0.001,0.43,0.009,0.0173,0.0102,0.00006,0.00027,0.0004,0.025,80.81,81.74,,,,,
SHK5,denarius,ANT AVG III VIR R P C  ,"LEG VII, eagle & standards.",Antony,Antony,Antony,0.026,0.383,14.81,0.02,0.007,1.77,0.005,0.0228,0.0008,0.00012,0.00029,0.0013,0,82.95,85.1,,,,,
SHK50,denarius,IMP CAES VESP AVG P M COS IIII  ,"AVGVR / TRI POT in ex., priestly emblems.",Rome,Vespasian,Vespasian,0.019,0.369,22.06,0.012,0.002,0.39,0.009,0.0143,0.0086,0.00003,0.00024,0.0003,0.04,77.08,77.87,,,,,
SHK51,denarius,IMP CAES VESP AVG P M COS IIII  ,"AVGVR / TRI POT in ex., priestly emblems.",Rome,Vespasian,Vespasian,0.017,0.653,24.28,0.011,0.003,0.24,0.009,0.0023,0.0023,0.00009,0.00016,0.0002,0.001,74.78,75.68,,,,,
SHK52,denarius,IMP CAES VESP AVG P M COS IIII  ,"AVGVR / TRI POT in ex., priestly emblems.",Rome,Vespasian,Vespasian,0.015,0.438,22.76,0.009,0.002,0.38,0.015,0.003,0.0071,0.00024,0.00042,0.0003,0.033,76.34,77.19,,,,,
SHK53,denarius,IMP CAES VESP AVG P M COS IIII  ,CONCORDIA AVGVSTI,Rome,Vespasian,Vespasian,0.02,0.479,28.47,0.034,0.004,0.38,0.022,0.0237,0.0072,0.00011,0.0002,0.0003,0.006,70.56,71.42,,,,,
SHK54,denarius,IMP CAES VESP AVG P M COS IIII  ,CONCORDIA AVGVSTI,Rome,Vespasian,Vespasian,0.015,0.701,23.4,0.022,0.003,0.38,0.012,0.0031,0.0019,0.00012,0.00041,0.0003,0.001,75.46,76.54,,,,,
SHK55,denarius,IMP CAES VESP AVG P M COS IIII  ,CONCORDIA AVGVSTI,Rome,Vespasian,Vespasian,0.015,0.535,23.11,0.165,0.004,0.36,0.013,0.0033,0.0016,0.00116,0.00022,0.0003,0.012,75.77,76.68,,,,,
SHK56,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.017,0.629,21.83,0.01,0.003,0.29,0.011,0.0091,0.0035,0.00013,0.00023,0.0003,0.001,77.19,78.11,,,,,
